source_path,target_path,anchor,reason,placement
/approved-documents/7-materials-and-workmanship/,/approved-documents/approved-document-7-materials-and-workmanship-for-homeowners/,Approved Document 7: Materials and workmanship for homeowners,AD hub should support long-tail homeowner interpretations.,related_question
/approved-documents/approved-document-7-materials-and-workmanship-for-homeowners/,/approved-documents/7-materials-and-workmanship/,Approved Document 7: Materials and workmanship,Long-tail AD page should link back to parent AD hub.,contextual
/approved-documents/7-materials-and-workmanship/,/approved-documents/approved-document-7-materials-and-workmanship-checklist/,Approved Document 7: Materials and workmanship checklist,AD hub should support long-tail homeowner interpretations.,related_question
/approved-documents/approved-document-7-materials-and-workmanship-checklist/,/approved-documents/7-materials-and-workmanship/,Approved Document 7: Materials and workmanship,Long-tail AD page should link back to parent AD hub.,contextual
/approved-documents/7-materials-and-workmanship/,/approved-documents/approved-document-7-materials-and-workmanship-common-projects/,Common home projects affected by Approved Document 7: Materials and workmanship,AD hub should support long-tail homeowner interpretations.,related_question
/approved-documents/approved-document-7-materials-and-workmanship-common-projects/,/approved-documents/7-materials-and-workmanship/,Approved Document 7: Materials and workmanship,Long-tail AD page should link back to parent AD hub.,contextual
/compare/,/compare/planning-permission-vs-building-regulations/,Planning permission vs building regulations,Comparison hub should link to comparison page.,hub_card
/compare/planning-permission-vs-building-regulations/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/compare/,/compare/lawful-development-certificate-vs-building-regulations/,Lawful development certificate vs building regulations,Comparison hub should link to comparison page.,hub_card
/compare/lawful-development-certificate-vs-building-regulations/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/compare/,/compare/building-notice-vs-full-plans/,Building notice vs full plans,Comparison hub should link to comparison page.,hub_card
/compare/building-notice-vs-full-plans/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/compare/,/compare/competent-person-scheme-vs-building-control/,Competent person scheme vs building control,Comparison hub should link to comparison page.,hub_card
/compare/competent-person-scheme-vs-building-control/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/compare/,/compare/completion-certificate-vs-regularisation-certificate/,Completion certificate vs regularisation certificate,Comparison hub should link to comparison page.,hub_card
/compare/completion-certificate-vs-regularisation-certificate/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/compare/,/compare/local-authority-building-control-vs-registered-building-control-approver/,Local authority building control vs registered building control approver,Comparison hub should link to comparison page.,hub_card
/compare/local-authority-building-control-vs-registered-building-control-approver/,/tools/building-control-route-checker/,use the route checker,Comparison page should push users into a decision tool.,cta
/evidence/,/evidence/completion-certificate-evidence-checklist/,Completion certificate evidence checklist,Evidence hub should link to evidence page.,hub_card
/evidence/completion-certificate-evidence-checklist/,/downloads/completion-certificate-evidence-folder/,completion certificate evidence folder,Evidence page should link to practical download.,cta
/evidence/,/evidence/building-regs-documents-when-selling-house/,Building regulations documents when selling a house,Evidence hub should link to evidence page.,hub_card
/evidence/building-regs-documents-when-selling-house/,/downloads/completion-certificate-evidence-folder/,completion certificate evidence folder,Evidence page should link to practical download.,cta
/evidence/,/evidence/missing-building-regulations-certificate/,Missing building regulations certificate,Evidence hub should link to evidence page.,hub_card
/evidence/missing-building-regulations-certificate/,/downloads/completion-certificate-evidence-folder/,completion certificate evidence folder,Evidence page should link to practical download.,cta
/evidence/,/evidence/builder-did-not-get-building-control/,Builder did not get building control,Evidence hub should link to evidence page.,hub_card
/evidence/builder-did-not-get-building-control/,/downloads/completion-certificate-evidence-folder/,completion certificate evidence folder,Evidence page should link to practical download.,cta
/evidence/,/evidence/regularisation-certificate-homeowner-guide/,Regularisation certificate homeowner guide,Evidence hub should link to evidence page.,hub_card
/evidence/regularisation-certificate-homeowner-guide/,/downloads/completion-certificate-evidence-folder/,completion certificate evidence folder,Evidence page should link to practical download.,cta
/evidence/,/evidence/building-control-inspection-photo-log/,Building control inspection photo log,Evidence hub should link to evidence page.,hub_card
